Sub_ID,group_name,group,ID_CN,ID_HK,IB_P1,IB_P2,IB_P3,IB_P4,IB_P5,IB_P6,IB_P7,IB_N1,IB_N2,IB_N3,IB_N4,IB_N5,IB_N6,IB_N7,IB_Neu1,IB_Neu2,IB_Neu3,IB_Neu4,IB_Neu5,IB_Neu6,IB_Neu7,ID_HKa_1,ID_HKa_2,ID_HKa_3,ID_HKa_check,ID_HKb_1,ID_HKb_2,ID_HKb_3,ID_HKb_4,ID_CUHKa_1,ID_CUHKa_2,ID_CUHKa_3,ID_CUHKb_1,ID_CUHKb_2,ID_CUHKb_3,ID_CUHKb_4,ID_CNa_1,ID_CNa_2,ID_CNa_3,ID_CNa_check,ID_CNb_1,ID_CNb_2,ID_CNb_3,ID_CNb_4,pre_PVT_RT,pre_PVT_miss,main_PVT_RT,main_PVT_miss,PVT_RT_change
604100,SC      ,sleep control,2.5714285714285716,6,Chinese Mainlanders,Hong Kongers       ,Hong Kongers       ,Hong Kongers       ,Hong Kongers       ,Hong Kongers       ,Hong Kongers       ,Hong Kongers       ,Chinese Mainlanders,Chinese Mainlanders,Chinese Mainlanders,Chinese Mainlanders,Chinese Mainlanders,Hong Kongers       ,Chinese Mainlanders,Hong Kongers       ,Hong Kongers       ,Hong Kongers       ,Hong Kongers       ,Chinese Mainlanders,Chinese Mainlanders,6,6,6,1,6,6,6,6,6,6,6,6,6,6,6,2,2,2,6,4,2,3,3,320.625,0,334.6,0,13.975000000000023
604005,SD      ,sleep deprivation,3.142857142857143,5.428571428571429,Hong Kongers       ,Chinese Mainlanders,Chinese Mainlanders,Hong Kongers       ,Hong Kongers       ,Hong Kongers       ,Hong Kongers       ,Chinese Mainlanders,Chinese Mainlanders,Chinese Mainlanders,Chinese Mainlanders,Chinese Mainlanders,Hong Kongers       ,Hong Kongers       ,Chinese Mainlanders,Hong Kongers       ,Hong Kongers       ,Hong Kongers       ,Chinese Mainlanders,Hong Kongers       ,Chinese Mainlanders,5,6,5,1,6,6,5,5,6,6,6,6,6,5,6,3,3,2,6,3,4,4,3,332.05128205128204,1,512.2105263157895,2,180.15924426450744
604015,SD      ,sleep deprivation,4.285714285714286,4.714285714285714,Chinese Mainlanders,Chinese Mainlanders,Hong Kongers       ,Chinese Mainlanders,Chinese Mainlanders,Hong Kongers       ,Hong Kongers       ,Hong Kongers       ,Chinese Mainlanders,Hong Kongers       ,Hong Kongers       ,Hong Kongers       ,Hong Kongers       ,Chinese Mainlanders,Hong Kongers       ,Hong Kongers       ,Hong Kongers       ,Hong Kongers       ,Hong Kongers       ,Hong Kongers       ,Chinese Mainlanders,5,5,4,1,6,4,5,4,2,4,3,5,4,4,4,5,4,4,6,4,4,5,4,327.5,0,333.425,0,5.925000000000011
604017,SD      ,sleep deprivation,2.142857142857143,5.714285714285714,Hong Kongers       ,Chinese Mainlanders,Hong Kongers       ,Hong Kongers       ,Hong Kongers       ,Hong Kongers       ,Hong Kongers       ,Hong Kongers       ,Hong Kongers       ,Chinese Mainlanders,Hong Kongers       ,Hong Kongers       ,Hong Kongers       ,Hong Kongers       ,Hong Kongers       ,Hong Kongers       ,Hong Kongers       ,Hong Kongers       ,Chinese Mainlanders,Hong Kongers       ,Hong Kongers       ,6,5,6,1,6,6,5,6,6,6,6,5,6,6,6,2,2,1,6,3,3,2,2,371.975,0,458.9428571428571,5,86.9678571428571
604019,SD      ,sleep deprivation,1,4,Hong Kongers       ,Hong Kongers       ,Hong Kongers       ,Chinese Mainlanders,Hong Kongers       ,Hong Kongers       ,Hong Kongers       ,Chinese Mainlanders,Chinese Mainlanders,Chinese Mainlanders,Chinese Mainlanders,Chinese Mainlanders,Chinese Mainlanders,Hong Kongers       ,Hong Kongers       ,Hong Kongers       ,Hong Kongers       ,Hong Kongers       ,Hong Kongers       ,Chinese Mainlanders,Hong Kongers       ,6,4,6,1,3,3,3,3,6,6,6,6,6,6,6,1,1,1,6,1,1,1,1,283.75,0,336.575,0,52.82499999999999
604020,SD      ,sleep deprivation,3.142857142857143,3.5714285714285716,Hong Kongers       ,Hong Kongers       ,Chinese Mainlanders,Hong Kongers       ,Hong Kongers       ,Hong Kongers       ,Hong Kongers       ,Chinese Mainlanders,Chinese Mainlanders,Chinese Mainlanders,Chinese Mainlanders,Chinese Mainlanders,Chinese Mainlanders,Hong Kongers       ,Hong Kongers       ,Hong Kongers       ,Hong Kongers       ,Hong Kongers       ,Hong Kongers       ,Hong Kongers       ,Hong Kongers       ,4,3,4,3,3,3,4,4,4,4,3,3,4,4,4,2,3,3,3,3,3,4,4,374.3333333333333,1,356.6,0,-17.73333333333329
604026,SD      ,sleep deprivation,3.7142857142857144,4.571428571428571,Hong Kongers       ,Chinese Mainlanders,Chinese Mainlanders,Hong Kongers       ,Chinese Mainlanders,Hong Kongers       ,Hong Kongers       ,Chinese Mainlanders,Hong Kongers       ,Chinese Mainlanders,Chinese Mainlanders,Chinese Mainlanders,Chinese Mainlanders,Hong Kongers       ,Hong Kongers       ,Hong Kongers       ,Hong Kongers       ,Hong Kongers       ,Hong Kongers       ,Hong Kongers       ,Hong Kongers       ,5,4,5,1,4,5,5,4,5,5,4,4,4,5,4,4,4,4,6,4,3,3,4,334.925,0,427.75,0,92.82499999999999
604029,SD      ,sleep deprivation,2.857142857142857,4.571428571428571,Chinese Mainlanders,Hong Kongers       ,Hong Kongers       ,Chinese Mainlanders,Hong Kongers       ,Hong Kongers       ,Hong Kongers       ,Hong Kongers       ,Chinese Mainlanders,Hong Kongers       ,Hong Kongers       ,Hong Kongers       ,Hong Kongers       ,Hong Kongers       ,Hong Kongers       ,Hong Kongers       ,Hong Kongers       ,Chinese Mainlanders,Chinese Mainlanders,Hong Kongers       ,Hong Kongers       ,5,6,5,1,1,5,5,5,5,5,6,1,6,5,5,2,4,2,6,3,3,3,3,282.05,0,292,0,9.949999999999989
604031,SD      ,sleep deprivation,4.571428571428571,5.142857142857143,Hong Kongers       ,Chinese Mainlanders,Hong Kongers       ,Chinese Mainlanders,Chinese Mainlanders,Hong Kongers       ,Hong Kongers       ,Chinese Mainlanders,Chinese Mainlanders,Hong Kongers       ,Hong Kongers       ,Chinese Mainlanders,Chinese Mainlanders,Chinese Mainlanders,Hong Kongers       ,Hong Kongers       ,Hong Kongers       ,Hong Kongers       ,Hong Kongers       ,Chinese Mainlanders,Chinese Mainlanders,6,5,6,1,6,5,4,4,6,5,6,6,5,5,5,5,4,5,6,5,4,5,4,303.25,0,291.6,0,-11.649999999999977
604032,SD      ,sleep deprivation,3.857142857142857,5.857142857142857,Hong Kongers       ,Hong Kongers       ,Hong Kongers       ,Hong Kongers       ,Hong Kongers       ,Hong Kongers       ,Hong Kongers       ,Chinese Mainlanders,Chinese Mainlanders,Chinese Mainlanders,Chinese Mainlanders,Chinese Mainlanders,Chinese Mainlanders,Chinese Mainlanders,Chinese Mainlanders,Hong Kongers       ,Hong Kongers       ,Hong Kongers       ,Hong Kongers       ,Chinese Mainlanders,Hong Kongers       ,6,6,6,1,6,6,5,6,6,6,6,6,6,6,6,5,4,4,6,3,4,3,4,342.825,0,398.64102564102564,1,55.81602564102565
604038,SD      ,sleep deprivation,3.4285714285714284,4.142857142857143,Chinese Mainlanders,Hong Kongers       ,Hong Kongers       ,Chinese Mainlanders,Hong Kongers       ,Chinese Mainlanders,Hong Kongers       ,Chinese Mainlanders,Hong Kongers       ,Hong Kongers       ,Hong Kongers       ,Hong Kongers       ,Hong Kongers       ,Hong Kongers       ,Hong Kongers       ,Hong Kongers       ,Hong Kongers       ,Hong Kongers       ,Hong Kongers       ,Hong Kongers       ,Hong Kongers       ,5,4,4,1,5,3,4,4,6,4,4,5,5,5,5,4,3,2,6,5,3,4,3,329.125,0,359.425,0,30.30000000000001
604041,SD      ,sleep deprivation,2.5714285714285716,5.714285714285714,Chinese Mainlanders,Hong Kongers       ,Chinese Mainlanders,Hong Kongers       ,Hong Kongers       ,Hong Kongers       ,Hong Kongers       ,Hong Kongers       ,Chinese Mainlanders,Hong Kongers       ,Hong Kongers       ,Hong Kongers       ,Chinese Mainlanders,Chinese Mainlanders,Hong Kongers       ,Hong Kongers       ,Hong Kongers       ,Hong Kongers       ,Hong Kongers       ,Hong Kongers       ,Hong Kongers       ,6,6,6,1,5,6,5,6,5,5,5,5,5,5,5,2,2,3,6,4,2,2,3,316.7,0,346.15384615384613,1,29.453846153846143
604045,SD      ,sleep deprivation,4.142857142857143,5,Chinese Mainlanders,Hong Kongers       ,Hong Kongers       ,Chinese Mainlanders,Hong Kongers       ,Chinese Mainlanders,Hong Kongers       ,Chinese Mainlanders,Chinese Mainlanders,Chinese Mainlanders,Hong Kongers       ,Chinese Mainlanders,Chinese Mainlanders,Chinese Mainlanders,Hong Kongers       ,Hong Kongers       ,Hong Kongers       ,Chinese Mainlanders,Hong Kongers       ,Hong Kongers       ,Chinese Mainlanders,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,4,4,6,4,4,4,4,310.175,0,340.575,0,30.399999999999977
604046,SD      ,sleep deprivation,4.428571428571429,5.285714285714286,Hong Kongers       ,Chinese Mainlanders,Hong Kongers       ,Hong Kongers       ,Hong Kongers       ,Hong Kongers       ,Hong Kongers       ,Hong Kongers       ,Chinese Mainlanders,Hong Kongers       ,Hong Kongers       ,Chinese Mainlanders,Chinese Mainlanders,Chinese Mainlanders,Hong Kongers       ,Hong Kongers       ,Hong Kongers       ,Hong Kongers       ,Hong Kongers       ,Hong Kongers       ,Hong Kongers       ,6,5,5,1,6,5,5,5,6,6,6,6,6,6,6,6,4,5,6,4,3,4,5,306.025,0,325.925,0,19.900000000000034
604050,SD      ,sleep deprivation,5,6,Chinese Mainlanders,Hong Kongers       ,Hong Kongers       ,Chinese Mainlanders,Hong Kongers       ,Chinese Mainlanders,Hong Kongers       ,Chinese Mainlanders,Hong Kongers       ,Hong Kongers       ,Hong Kongers       ,Chinese Mainlanders,Chinese Mainlanders,Hong Kongers       ,Hong Kongers       ,Hong Kongers       ,Hong Kongers       ,Hong Kongers       ,Chinese Mainlanders,Hong Kongers       ,Chinese Mainlanders,6,6,6,1,6,6,6,6,6,6,6,5,6,6,6,5,5,5,6,5,5,5,5,322.025,0,412.05,0,90.02500000000003
604055,SD      ,sleep deprivation,2.2857142857142856,6,Hong Kongers       ,Hong Kongers       ,Chinese Mainlanders,Hong Kongers       ,Chinese Mainlanders,Hong Kongers       ,Hong Kongers       ,Chinese Mainlanders,Chinese Mainlanders,Chinese Mainlanders,Chinese Mainlanders,Chinese Mainlanders,Chinese Mainlanders,Chinese Mainlanders,Hong Kongers       ,Hong Kongers       ,Hong Kongers       ,Hong Kongers       ,Hong Kongers       ,Hong Kongers       ,Hong Kongers       ,6,6,6,1,6,6,6,6,5,6,5,6,6,6,6,3,1,2,6,2,1,5,2,387.425,0,481.8421052631579,2,94.41710526315791
604057,SD      ,sleep deprivation,3.2857142857142856,4.714285714285714,Hong Kongers       ,Hong Kongers       ,Hong Kongers       ,Hong Kongers       ,Hong Kongers       ,Hong Kongers       ,Hong Kongers       ,Chinese Mainlanders,Chinese Mainlanders,Chinese Mainlanders,Hong Kongers       ,Chinese Mainlanders,Hong Kongers       ,Chinese Mainlanders,Hong Kongers       ,Chinese Mainlanders,Hong Kongers       ,Hong Kongers       ,Hong Kongers       ,Hong Kongers       ,Hong Kongers       ,5,4,5,1,5,5,4,5,5,5,5,5,5,4,5,3,3,4,6,4,3,3,3,370.8,0,408,1,37.19999999999999
604064,SD      ,sleep deprivation,3.4285714285714284,5.142857142857143,Chinese Mainlanders,Chinese Mainlanders,Hong Kongers       ,Hong Kongers       ,Hong Kongers       ,Hong Kongers       ,Hong Kongers       ,Chinese Mainlanders,Chinese Mainlanders,Chinese Mainlanders,Hong Kongers       ,Chinese Mainlanders,Hong Kongers       ,Hong Kongers       ,Hong Kongers       ,Hong Kongers       ,Hong Kongers       ,Chinese Mainlanders,Hong Kongers       ,Hong Kongers       ,Hong Kongers       ,5,5,6,1,5,5,5,5,5,5,4,6,6,6,6,3,3,4,6,4,3,4,3,280.475,0,440.93548387096774,9,160.46048387096772
604068,SD      ,sleep deprivation,3,4.142857142857143,Chinese Mainlanders,Hong Kongers       ,Hong Kongers       ,Hong Kongers       ,Hong Kongers       ,Hong Kongers       ,Hong Kongers       ,Chinese Mainlanders,Chinese Mainlanders,Chinese Mainlanders,Chinese Mainlanders,Chinese Mainlanders,Hong Kongers       ,Chinese Mainlanders,Hong Kongers       ,Hong Kongers       ,Hong Kongers       ,Hong Kongers       ,Chinese Mainlanders,Chinese Mainlanders,Hong Kongers       ,5,4,5,1,3,4,4,4,5,4,4,4,4,4,4,3,3,3,6,3,3,3,3,313.95,0,341.925,0,27.975000000000023
604069,SD      ,sleep deprivation,4.571428571428571,4.714285714285714,Chinese Mainlanders,Hong Kongers       ,Hong Kongers       ,Chinese Mainlanders,Hong Kongers       ,Hong Kongers       ,Hong Kongers       ,Chinese Mainlanders,Hong Kongers       ,Chinese Mainlanders,Chinese Mainlanders,Hong Kongers       ,Hong Kongers       ,Hong Kongers       ,Hong Kongers       ,Hong Kongers       ,Hong Kongers       ,Hong Kongers       ,Hong Kongers       ,Chinese Mainlanders,Chinese Mainlanders,5,5,5,1,5,4,5,4,5,4,4,5,4,5,4,5,5,5,6,5,3,5,4,565.85,0,472,1,-93.85000000000002
604082,SD      ,sleep deprivation,5.571428571428571,5.428571428571429,Hong Kongers       ,Chinese Mainlanders,Hong Kongers       ,Hong Kongers       ,Hong Kongers       ,Chinese Mainlanders,Hong Kongers       ,Chinese Mainlanders,Chinese Mainlanders,Chinese Mainlanders,Hong Kongers       ,Chinese Mainlanders,Chinese Mainlanders,Hong Kongers       ,Chinese Mainlanders,Hong Kongers       ,Hong Kongers       ,Hong Kongers       ,Hong Kongers       ,Chinese Mainlanders,Chinese Mainlanders,6,6,5,1,5,5,6,5,6,6,6,6,6,6,6,6,6,6,6,5,5,6,5,304.35,0,365.975,0,61.625
604083,SD      ,sleep deprivation,3.7142857142857144,5,Hong Kongers       ,Chinese Mainlanders,Hong Kongers       ,Chinese Mainlanders,Hong Kongers       ,Chinese Mainlanders,Hong Kongers       ,Chinese Mainlanders,Chinese Mainlanders,Chinese Mainlanders,Chinese Mainlanders,Hong Kongers       ,Hong Kongers       ,Hong Kongers       ,Hong Kongers       ,Hong Kongers       ,Hong Kongers       ,Hong Kongers       ,Hong Kongers       ,Hong Kongers       ,Chinese Mainlanders,5,5,5,1,5,5,5,5,5,4,5,4,4,3,4,4,3,4,6,4,4,3,4,313.05,0,341,0,27.94999999999999
604092,SD      ,sleep deprivation,4.285714285714286,5.285714285714286,Hong Kongers       ,Hong Kongers       ,Hong Kongers       ,Hong Kongers       ,Hong Kongers       ,Hong Kongers       ,Hong Kongers       ,Chinese Mainlanders,Chinese Mainlanders,Chinese Mainlanders,Hong Kongers       ,Chinese Mainlanders,Chinese Mainlanders,Hong Kongers       ,Hong Kongers       ,Hong Kongers       ,Hong Kongers       ,Hong Kongers       ,Hong Kongers       ,Hong Kongers       ,Hong Kongers       ,6,5,6,1,6,6,2,6,5,5,5,6,5,5,5,4,4,4,6,5,4,5,4,279.8,0,376.11538461538464,14,96.31538461538463
604093,SD      ,sleep deprivation,3.2857142857142856,5,Chinese Mainlanders,Hong Kongers       ,Hong Kongers       ,Hong Kongers       ,Hong Kongers       ,Chinese Mainlanders,Hong Kongers       ,Chinese Mainlanders,Hong Kongers       ,Chinese Mainlanders,Chinese Mainlanders,Hong Kongers       ,Hong Kongers       ,Chinese Mainlanders,Hong Kongers       ,Hong Kongers       ,Hong Kongers       ,Hong Kongers       ,Hong Kongers       ,Chinese Mainlanders,Chinese Mainlanders,6,4,5,1,5,5,5,5,5,4,5,6,6,5,6,4,3,4,6,3,3,3,3,294.05,0,313.55,0,19.5
604094,SD      ,sleep deprivation,3.857142857142857,5.285714285714286,Chinese Mainlanders,Hong Kongers       ,Hong Kongers       ,Chinese Mainlanders,Hong Kongers       ,Chinese Mainlanders,Hong Kongers       ,Chinese Mainlanders,Hong Kongers       ,Hong Kongers       ,Hong Kongers       ,Hong Kongers       ,Hong Kongers       ,Hong Kongers       ,Hong Kongers       ,Hong Kongers       ,Hong Kongers       ,Hong Kongers       ,Hong Kongers       ,Chinese Mainlanders,Chinese Mainlanders,6,6,6,1,6,6,4,3,6,6,6,1,6,3,3,6,5,4,6,3,4,3,2,419.725,0,449.43243243243245,3,29.707432432432427
604099,SD      ,sleep deprivation,4.285714285714286,4.857142857142857,Hong Kongers       ,Hong Kongers       ,Chinese Mainlanders,Hong Kongers       ,Hong Kongers       ,Chinese Mainlanders,Chinese Mainlanders,Chinese Mainlanders,Chinese Mainlanders,Chinese Mainlanders,Hong Kongers       ,Chinese Mainlanders,Hong Kongers       ,Hong Kongers       ,Chinese Mainlanders,Chinese Mainlanders,Chinese Mainlanders,Hong Kongers       ,Hong Kongers       ,Chinese Mainlanders,Hong Kongers       ,6,5,5,1,4,5,4,5,6,6,6,5,5,2,5,5,4,5,5,4,4,4,4,303.475,0,321.9,0,18.424999999999955
604101,SD      ,sleep deprivation,5.857142857142857,5.714285714285714,Chinese Mainlanders,Hong Kongers       ,Chinese Mainlanders,Chinese Mainlanders,Hong Kongers       ,Hong Kongers       ,Chinese Mainlanders,Chinese Mainlanders,Chinese Mainlanders,Hong Kongers       ,Hong Kongers       ,Hong Kongers       ,Hong Kongers       ,Chinese Mainlanders,Hong Kongers       ,Hong Kongers       ,Hong Kongers       ,Hong Kongers       ,Hong Kongers       ,Hong Kongers       ,Chinese Mainlanders,5,5,6,1,6,6,6,6,6,6,6,6,6,6,6,5,6,6,6,6,6,6,6,316.075,0,328.35,0,12.275000000000034
604102,SD      ,sleep deprivation,3.142857142857143,4.428571428571429,Chinese Mainlanders,Hong Kongers       ,Hong Kongers       ,Chinese Mainlanders,Chinese Mainlanders,Chinese Mainlanders,Chinese Mainlanders,Hong Kongers       ,Chinese Mainlanders,Hong Kongers       ,Chinese Mainlanders,Chinese Mainlanders,Chinese Mainlanders,Chinese Mainlanders,Hong Kongers       ,Hong Kongers       ,Hong Kongers       ,Hong Kongers       ,Hong Kongers       ,Chinese Mainlanders,Chinese Mainlanders,6,4,5,1,4,4,4,4,5,5,5,4,4,4,4,4,2,2,6,4,3,4,3,338.175,0,322,0,-16.17500000000001
604103,SD      ,sleep deprivation,5.142857142857143,4.857142857142857,Hong Kongers       ,Chinese Mainlanders,Hong Kongers       ,Hong Kongers       ,Hong Kongers       ,Hong Kongers       ,Hong Kongers       ,Chinese Mainlanders,Chinese Mainlanders,Hong Kongers       ,Hong Kongers       ,Chinese Mainlanders,Hong Kongers       ,Hong Kongers       ,Chinese Mainlanders,Hong Kongers       ,Hong Kongers       ,Hong Kongers       ,Hong Kongers       ,Hong Kongers       ,Chinese Mainlanders,5,5,5,1,5,5,4,5,6,5,5,4,5,4,4,6,5,5,6,5,5,5,5,319.5,0,365.55,0,46.05000000000001
604104,SD      ,sleep deprivation,4.285714285714286,5.857142857142857,Hong Kongers       ,Chinese Mainlanders,Chinese Mainlanders,Chinese Mainlanders,Hong Kongers       ,Chinese Mainlanders,Chinese Mainlanders,Hong Kongers       ,Hong Kongers       ,Chinese Mainlanders,Hong Kongers       ,Chinese Mainlanders,Hong Kongers       ,Hong Kongers       ,Hong Kongers       ,Hong Kongers       ,Hong Kongers       ,Hong Kongers       ,Hong Kongers       ,Hong Kongers       ,Hong Kongers       ,6,6,6,1,6,6,5,6,6,6,6,6,6,6,6,5,5,4,6,5,4,3,4,353.65,0,359.46153846153845,1,5.8115384615384755
604106,SD      ,sleep deprivation,2.142857142857143,4.142857142857143,Chinese Mainlanders,Chinese Mainlanders,Hong Kongers       ,Chinese Mainlanders,Hong Kongers       ,Hong Kongers       ,Hong Kongers       ,Hong Kongers       ,Hong Kongers       ,Hong Kongers       ,Chinese Mainlanders,Chinese Mainlanders,Hong Kongers       ,Hong Kongers       ,Hong Kongers       ,Hong Kongers       ,Hong Kongers       ,Hong Kongers       ,Hong Kongers       ,Hong Kongers       ,Hong Kongers       ,2,4,3,1,6,5,5,4,3,6,4,5,6,6,5,2,1,2,6,4,2,2,2,339.4,0,323.7,0,-15.699999999999989
604107,SD      ,sleep deprivation,2.2857142857142856,5.142857142857143,Chinese Mainlanders,Hong Kongers       ,Hong Kongers       ,Chinese Mainlanders,Hong Kongers       ,Hong Kongers       ,Hong Kongers       ,Hong Kongers       ,Chinese Mainlanders,Hong Kongers       ,Chinese Mainlanders,Chinese Mainlanders,Hong Kongers       ,Hong Kongers       ,Hong Kongers       ,Hong Kongers       ,Hong Kongers       ,Chinese Mainlanders,Hong Kongers       ,Hong Kongers       ,Chinese Mainlanders,5,6,6,1,6,4,5,4,5,4,5,6,4,5,4,2,1,1,6,5,2,3,2,367.1794871794872,1,381.95,0,14.770512820512806
604108,SD      ,sleep deprivation,4.714285714285714,4.142857142857143,Hong Kongers       ,Hong Kongers       ,Hong Kongers       ,Hong Kongers       ,Hong Kongers       ,Hong Kongers       ,Hong Kongers       ,Chinese Mainlanders,Chinese Mainlanders,Chinese Mainlanders,Hong Kongers       ,Chinese Mainlanders,Hong Kongers       ,Chinese Mainlanders,Hong Kongers       ,Hong Kongers       ,Hong Kongers       ,Hong Kongers       ,Hong Kongers       ,Hong Kongers       ,Hong Kongers       ,4,4,4,1,5,4,4,4,5,5,5,5,5,5,5,5,4,4,6,5,5,5,5,319.35897435897436,1,352.45,0,33.091025641025624
604109,SD      ,sleep deprivation,3.857142857142857,4.714285714285714,Chinese Mainlanders,Hong Kongers       ,Hong Kongers       ,Hong Kongers       ,Chinese Mainlanders,Chinese Mainlanders,Hong Kongers       ,Chinese Mainlanders,Chinese Mainlanders,Hong Kongers       ,Hong Kongers       ,Hong Kongers       ,Hong Kongers       ,Hong Kongers       ,Chinese Mainlanders,Hong Kongers       ,Hong Kongers       ,Chinese Mainlanders,Hong Kongers       ,Chinese Mainlanders,Chinese Mainlanders,5,4,6,1,6,4,4,4,6,5,6,6,5,4,5,6,3,4,6,4,3,3,4,301.425,0,295.95,0,-5.475000000000023
